query,actual_output,expected_output,correctness_score,pass,reason
Quy trình liên hệ OISP về du học là gì?,"['tế\n[\ue02b](https://oisp.hcmut.edu.vn/tuyen-sinh/thong-tin-tuyen-sinh)\nThông tin tuyển sinh\n[\ue02b](https://oisp.hcmut.edu.vn/tuyen-sinh/dieu-kien-xet-tuyen)\nĐiều kiện dự tuyển\n[\ue02b](https://oisp.hcmut.edu.vn/tuyen-sinh/vi-sao-chon-oisp)\nVì sao chọn OISP?\n\ue009\nKiosk Khu B2 (đối diện Phòng Đào tạo),  \nTrường Đại học Bách khoa, 268 Lý Thường Kiệt, P.14, Q.10\n\ue010\ndtqt_tuvan@hcmut.edu.vn\n\ue00b\n[03.9798.9798](tel:+84397989798)\n\ue090\n[(028) 7301.4183](tel:+02873014183)/ [7300.4183](tel:+02873004183)\n  * Nhánh 1: Dịch vụ\n  * Nhánh 2: Tuyển sinh\n  * Nhánh 3: Sau Đại học\n  * Nhánh 0: Chuyển tiếp – Du học, Khác\n\n\n#### ĐĂNG KÝ NHẬN THÔNG TIN TUYỂN SINH\n  * [Follow](https://fb.com/bkquocte ""Follow on Facebook"")\n  * [Follow](http://youtube.com/bkoisp ""Follow on Youtube"")\n  * [Follow](https://www.instagram.com/quoctebachkhoa/ ""Follow on Instagram"")\n  * [Follow](https://tiktok.com/@bachkhoaquocte ""Follow on TikTok"")\n\n\n© 2025 Văn', '[OISP GALA 2024 – CHƯƠNG TRÌNH VINH DANH SINH VIÊN: HÀNH TRÌNH NHỮNG GIỌT NƯỚC HÓA ĐẠI DƯƠNG](https://oisp.hcmut.edu.vn/cuoc-song-sinh-vien/doan-hoi/oisp-gala-2024-chuong-trinh-vinh-danh-sinh-vien-hanh-trinh-nhung-giot-nuoc-hoa-dai-duong.html)\n02/04/2025 | [Đoàn – Hội](https://oisp.hcmut.edu.vn/category/cuoc-song-sinh-vien/doan-hoi), [Hoạt động sinh viên](https://oisp.hcmut.edu.vn/category/cuoc-song-sinh-vien)\nVới chủ đề “Sự kết tinh”, chương trình OISP Gala 2024 khắc họa một hành trình trưởng thành đáng tự...\n[Đọc tiếp](https://oisp.hcmut.edu.vn/cuoc-song-sinh-vien/doan-hoi/oisp-gala-2024-chuong-trinh-vinh-danh-sinh-vien-hanh-trinh-nhung-giot-nuoc-hoa-dai-duong.html)\n[![Phương thức dự tuyển bổ sung vào các chương trình đào tạo quốc tế 2024](https://oisp.hcmut.edu.vn/wp-content/uploads/2024/07/Thong-bao-PT6-2024-1080x675.jpg)](https://oisp.hcmut.edu.vn/tuyen-sinh/pt-du-tuyen-bo-sung-vao-cac-chuong-trinh-dao-tao-quoc-te-2024.html)\n##  [Phương thức dự tuyển bổ sung vào các chương trình đào tạo quốc tế 2024](https://oisp.hcmut.edu.vn/tuyen-sinh/pt-du-tuyen-bo-sung-vao-cac-chuong-trinh-dao-tao-quoc-te-2024.html)\n24/07/2024 | [Tuyển sinh](https://oisp.hcmut.edu.vn/category/tuyen-sinh)\nPT này dành cho những thí sinh trúng tuyển chương trình Tiêu chuẩn, có nguyện vọng']",Email dtqt_tuvan@hcmut.edu.vn hoặc vào http://oisp.hcmut.edu.vn/vi.,,False,"Metrics: Correctness (GEval) (score: 0.15034594563197243, threshold: 0.5, strict: False, error: None) failed."
Sinh viên HCMUT có hoạt động ngoại khóa nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Xem trên MyBK hoặc liên hệ SSC để tham gia câu lạc bộ, sự kiện sinh viên.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Các hoạt động ngoại khóa tại HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Truy cập MyBK để xem câu lạc bộ, sự kiện hoặc liên hệ SSC.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
HCMUT có hoạt động ngoài giờ nào cho sinh viên?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Xem hoạt động, câu lạc bộ trên MyBK hoặc liên hệ SSC.",,False,"Metrics: Correctness (GEval) (score: 0.001798620683665319, threshold: 0.5, strict: False, error: None) failed."
Sinh viên HCMUT tham gia hoạt động ngoại khóa nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Kiểm tra MyBK hoặc liên hệ SSC để tham gia sự kiện, câu lạc bộ.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Hoạt động ngoại khóa cho sinh viên HCMUT là gì?,"['quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:', '[![ssc](https://ssc.hcmut.edu.vn/img/header.png)](https://ssc.hcmut.edu.vn/)![menu](https://ssc.hcmut.edu.vn/img/sandwich.png)\n  * [HCMUT](https://hcmut.edu.vn/)\n  * [SSC](https://ssc.hcmut.edu.vn/)\n  * [TIN TỨC](https://ssc.hcmut.edu.vn/news)\n[Cẩm nang 2024](https://ssc.hcmut.edu.vn/cam-nang-2024)[Lịch sự kiện](https://ssc.hcmut.edu.vn/lichsukien)[Tin tổng hợp](https://ssc.hcmut.edu.vn/Tin-tong-hop)[Hỗ trợ học tập](https://ssc.hcmut.edu.vn/ho-tro-hoc-tap)[Học bổng - Giải thưởng](https://ssc.hcmut.edu.vn/hoc-bong-giai-thuong)[Hoạt động ngoại khóa - Kỹ năng](https://ssc.hcmut.edu.vn/hoat-dong-ngoai-khoa)\n  * [SỰ KIỆN](https://ssc.hcmut.edu.vn/event)\n[Ngày hội việc làm - Bách khoa Career Fair](https://ssc.hcmut.edu.vn/bachkhoacareerfair)[Sàn Thực tập và Việc làm](https://ssc.hcmut.edu.vn/santhuctapvavieclam)[Hội thảo - Giao lưu Doanh nghiệp & Sinh viên](https://ssc.hcmut.edu.vn/giaoluudnvasv)[Tham quan Nhà máy](https://ssc.hcmut.edu.vn/thamquannhamay)\n  * [VIỆC LÀM](https://ssc.hcmut.edu.vn/job)\n[Bản tin Doanh nghiệp](https://ssc.hcmut.edu.vn/Ban-tin-Doanh-Nghiep)[Bản tin Tuyển dụng Online](https://ssc.hcmut.edu.vn/ban-tin-tuyen-dung-online)[Bản tin việc làm bán thời gian & Thực tập](https://ssc.hcmut.edu.vn/ban-tin-viec-lam-ban-thoi-gian)[Cơ hội việc làm tại Nhật Bản](https://ssc.hcmut.edu.vn/jobs-in-japan)\n  * [LIÊN HỆ](https://ssc.hcmut.edu.vn/lien-he)\n\n\n![](https://ssc.hcmut.edu.vn/img/close.png)\n### SSC\n  * [HCMUT](https://hcmut.edu.vn/)\n  * [SSC](https://ssc.hcmut.edu.vn/)\n  * [TIN TỨC](https://ssc.hcmut.edu.vn/lien-he#submenus1) [Tất cả](https://ssc.hcmut.edu.vn/news)[Cẩm nang 2024](https://ssc.hcmut.edu.vn/cam-nang-2024)[Lịch']","Xem câu lạc bộ, sự kiện trên MyBK hoặc liên hệ SSC.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Cách tham quan ảo khuôn viên HCMUT?,"['quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","Vào mục Tham quan Ảo trên hcmut.edu.vn, khám phá bằng công nghệ 3D.",,False,"Metrics: Correctness (GEval) (score: 0.16656306322432812, threshold: 0.5, strict: False, error: None) failed."
Làm sao để xem khuôn viên HCMUT qua mạng?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Truy cập mục Tham quan Ảo trên hcmut.edu.vn, dùng công nghệ 3D.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Hướng dẫn tham quan ảo HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Vào hcmut.edu.vn, chọn Tham quan Ảo để khám phá bằng 3D.",,False,"Metrics: Correctness (GEval) (score: 0.029820022242821476, threshold: 0.5, strict: False, error: None) failed."
Làm thế nào để tham quan khuôn viên HCMUT online?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","Truy cập hcmut.edu.vn, vào mục Tham quan Ảo, dùng công nghệ 3D.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Quy trình tham quan ảo HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Vào hcmut.edu.vn, chọn Tham quan Ảo để xem bằng công nghệ 3D.",,False,"Metrics: Correctness (GEval) (score: 0.004742587654349034, threshold: 0.5, strict: False, error: None) failed."
Học phí cho sinh viên quốc tế tại HCMUT là bao nhiêu?,"['![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","Khoảng 5,000 USD/năm, chi tiết tại mục Tuyển sinh.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Sinh viên quốc tế trả học phí bao nhiêu ở HCMUT?,"['![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","Xấp xỉ 5,000 USD/năm, xem chi tiết trong mục Tuyển sinh.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
