model,query,response,ground_truth,precision@2,recall@2,mrr,bleu,rouge_l,semantic_similarity,response_time,factual_accuracy
Grok,Làm thế nào để đăng ký bảo hiểm y tế qua HCMUT?,"Để đăng ký bảo hiểm y tế (BHYT) qua HCMUT, hãy làm theo các bước sau:

1. Truy cập liên kết đăng ký: [Đăng ký BHYT và BHTN](https://sso.hcmut.edu.vn/cas/login?service=https://mybk.hcmut.edu.vn/my/homeSSO.action).
2. Đăng nhập bằng tài khoản HCMUT của bạn (thông qua hệ thống CAS).
3. Chọn tùy chọn ""Đăng ký Tham gia BHYT, BHTN SV"" trên trang chủ hoặc menu liên quan.
4. Điền thông tin yêu cầu và hoàn tất quy trình theo hướng dẫn trên trang.

Nếu gặp vấn đề, liên hệ hỗ trợ kỹ thuật qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200. Sau khi hoàn tất, hãy đóng trình duyệt để bảo mật.","Truy cập MyBK, vào mục Dịch vụ Học tập để đăng ký bảo hiểm y tế hoặc tai nạn.",0.0,0,0,0.015558253230343483,0.15,0.49642008543014526,13.276001799997175,
DeepSeek,Làm thế nào để đăng ký bảo hiểm y tế qua HCMUT?,"Để đăng ký bảo hiểm y tế (BHYT) qua HCMUT, bạn có thể làm theo các bước sau:  

1. **Truy cập hệ thống MYBK**:  
   - Đăng nhập vào [MYBK HCMUT](https://sso.hcmut.edu.vn/cas/login?service=https://mybk.hcmut.edu.vn/my/homeSSO.action) bằng tài khoản sinh viên.  

2. **Chọn mục đăng ký BHYT**:  
   - Trong danh sách dịch vụ, chọn **""8. Đăng ký Tham gia BHYT, BHTN SV""**.  

3. **Điền thông tin và hoàn tất**:  
   - Làm theo hướng dẫn trên màn hình để khai báo thông tin và gửi đăng ký.  

Nếu gặp khó khăn, liên hệ bộ phận hỗ trợ qua email **support@hcmut.edu.vn** hoặc số điện thoại **(84-8) 38647256 - 5200**.  

Lưu ý: Đảm bảo thoát trình duyệt sau khi hoàn tất để bảo mật thông tin.","Truy cập MyBK, vào mục Dịch vụ Học tập để đăng ký bảo hiểm y tế hoặc tai nạn.",0.0,0,0,0.014094595051343979,0.18357487922705312,0.6196451783180237,17.07124130000011,
OpenAI,Làm thế nào để đăng ký bảo hiểm y tế qua HCMUT?,"Để đăng ký bảo hiểm y tế qua HCMUT, bạn cần truy cập vào hệ thống thông tin của HCMUT và đăng nhập bằng tài khoản của mình. Sau đó, tìm mục ""Đăng ký Tham gia BHYT, BHTN SV"" và làm theo hướng dẫn để hoàn tất thủ tục. Nếu cần hỗ trợ, bạn có thể liên hệ qua email support@hcmut.edu.vn hoặc gọi số (84-8) 38647256 - 5200.","Truy cập MyBK, vào mục Dịch vụ Học tập để đăng ký bảo hiểm y tế hoặc tai nạn.",0.0,0,0,0.029115211425605796,0.256,0.509156346321106,3.0430683000013232,
Grok,Các dịch vụ hỗ trợ ký túc xá tại HCMUT là gì?,"Tôi xin lỗi, nhưng thông tin trong ngữ cảnh cung cấp không đề cập cụ thể đến các dịch vụ hỗ trợ ký túc xá tại HCMUT. Bạn có thể liên hệ bộ phận hỗ trợ kỹ thuật để hỏi thêm:

- Email: support@hcmut.edu.vn
- Điện thoại: (84-8) 38647256 - 5200","HCMUT cung cấp ký túc xá tại cơ sở Dĩ An, với thông tin chi tiết trong mục Hỗ trợ Sinh viên trên hcmut.edu.vn.",0.0,0,0,0.0393341281248039,0.3238095238095238,0.7316691875457764,12.331495300000824,
DeepSeek,Các dịch vụ hỗ trợ ký túc xá tại HCMUT là gì?,"Các dịch vụ hỗ trợ ký túc xá tại HCMUT có thể bao gồm:  

1. **Hỗ trợ kỹ thuật** (nếu liên quan đến hệ thống điện, nước, Internet):  
   - Email: **support@hcmut.edu.vn**  
   - Điện thoại: **(84-8) 3864 7256 (số máy lẻ 5200)**  

2. **Thông tin chi tiết về ký túc xá** (quy định, đăng ký, phí):  
   - Bạn nên liên hệ trực tiếp **Phòng Công tác Sinh viên** hoặc truy cập trang web chính thức của HCMUT ([www.hcmut.edu.vn](http://www.hcmut.edu.vn)) để biết thêm thông tin.  

Nếu cần hỗ trợ đăng nhập hệ thống (ví dụ: tài khoản để đăng ký ký túc xá trực tuyến), bạn có thể sử dụng **HCMUT Account** như hướng dẫn trên trang đăng nhập.","HCMUT cung cấp ký túc xá tại cơ sở Dĩ An, với thông tin chi tiết trong mục Hỗ trợ Sinh viên trên hcmut.edu.vn.",0.0,0,0,0.015081611214773291,0.23188405797101447,0.7486951947212219,16.55377660000522,
OpenAI,Các dịch vụ hỗ trợ ký túc xá tại HCMUT là gì?,"Các dịch vụ hỗ trợ ký túc xá tại HCMUT bao gồm thông tin về chỗ ở, quản lý sinh viên, và các dịch vụ tiện ích như internet, bảo trì, và hỗ trợ kỹ thuật. Bạn có thể liên hệ với bộ phận hỗ trợ qua email support@hcmut.edu.vn hoặc số điện thoại (84-8) 38647256 - 5200 để biết thêm chi tiết.","HCMUT cung cấp ký túc xá tại cơ sở Dĩ An, với thông tin chi tiết trong mục Hỗ trợ Sinh viên trên hcmut.edu.vn.",0.0,0,0,0.03548376449177646,0.3140495867768595,0.7734547257423401,2.5059691999995266,
Grok,HCMUT có hỗ trợ khởi nghiệp cho sinh viên không?,"Có, HCMUT hỗ trợ khởi nghiệp cho sinh viên thông qua các hoạt động ngoại khóa, sự kiện nghề nghiệp và kỹ năng phát triển trên trang SSC. Bạn có thể xem chi tiết tại phần ""Hoạt động ngoại khóa - Kỹ năng"" hoặc ""Sự kiện"" trên website (https://ssc.hcmut.edu.vn/). Nếu cần thêm thông tin, hãy liên hệ hỗ trợ tại email: support@hcmut.edu.vn.","OISP và SSC cung cấp các chương trình hỗ trợ khởi nghiệp, bao gồm sự kiện và cố vấn, chi tiết trên trang web OISP.",0.0,0,0,0.038154610715807814,0.25,0.6058181524276733,7.640010300005088,
DeepSeek,HCMUT có hỗ trợ khởi nghiệp cho sinh viên không?,"Có, HCMUT có hỗ trợ khởi nghiệp cho sinh viên thông qua Trung tâm Hỗ trợ Sinh viên (SSC). Bạn có thể tìm hiểu các chương trình như:  
- **Ngày hội việc làm (Bách khoa Career Fair)**  
- **Sàn thực tập và việc làm**  
- **Hội thảo giao lưu doanh nghiệp**  

Chi tiết xem tại [SSC - Hoạt động ngoại khóa](https://ssc.hcmut.edu.vn/hoat-dong-ngoai-khoa) hoặc liên hệ SSC để được tư vấn cụ thể.","OISP và SSC cung cấp các chương trình hỗ trợ khởi nghiệp, bao gồm sự kiện và cố vấn, chi tiết trên trang web OISP.",0.0,0,0,0.031255437884133895,0.2620689655172414,0.6259230375289917,10.738337799994042,
OpenAI,HCMUT có hỗ trợ khởi nghiệp cho sinh viên không?,"Có, HCMUT hỗ trợ khởi nghiệp cho sinh viên thông qua các chương trình, sự kiện và hoạt động như hội thảo, giao lưu với doanh nghiệp, và các cuộc thi khởi nghiệp. Bạn có thể tìm thêm thông tin chi tiết trên trang web của SSC HCMUT.","OISP và SSC cung cấp các chương trình hỗ trợ khởi nghiệp, bao gồm sự kiện và cố vấn, chi tiết trên trang web OISP.",0.0,0,0,0.15669309606502832,0.4036697247706422,0.6414064764976501,1.595275200001197,
Grok,Làm thế nào để kiểm tra kết quả học tập tại HCMUT?,"Để kiểm tra kết quả học tập tại HCMUT, bạn cần thực hiện các bước sau:

1. Đăng nhập vào Hệ thống Thông tin HCMUT (mybk.hcmut.edu.vn) bằng tài khoản học tập của bạn.
2. Truy cập trang ""Đánh giá kết quả học tập"" tại liên kết: [https://mybk.hcmut.edu.vn/bksi/public/vi/article/71](https://mybk.hcmut.edu.vn/bksi/public/vi/article/71).

Vì lý do an ninh, hãy thoát trình duyệt sau khi hoàn tất. Nếu cần hỗ trợ, liên hệ: support@hcmut.edu.vn hoặc số điện thoại (84-8) 38647256 - 5200.","Đăng nhập MyBK, vào mục Kết quả Học tập để xem điểm thi và kết quả học tập.",0.0,0,0,0.020256944221326994,0.21556886227544908,0.5462307333946228,11.676136300004146,
DeepSeek,Làm thế nào để kiểm tra kết quả học tập tại HCMUT?,"Để kiểm tra kết quả học tập tại HCMUT, bạn có thể làm theo các bước sau:  

1. **Truy cập hệ thống MYBK**:  
   - Vào trang [https://mybk.hcmut.edu.vn](https://mybk.hcmut.edu.vn) và đăng nhập bằng tài khoản HCMUT của bạn.  

2. **Xem kết quả học tập**:  
   - Sau khi đăng nhập, chọn mục **""Đánh giá kết quả học tập""** (link: [https://mybk.hcmut.edu.vn/bksi/public/vi/article/71](https://mybk.hcmut.edu.vn/bksi/public/vi/article/71)) để xem điểm các môn học.  

Nếu gặp khó khăn, liên hệ Phòng Đào tạo hoặc bộ phận hỗ trợ qua:  
- Email: **support@hcmut.edu.vn**  
- Điện thoại: **(84-8) 38647256 - 5200**.  

Nhớ thoát trình duyệt sau khi sử dụng để đảm bảo bảo mật.","Đăng nhập MyBK, vào mục Kết quả Học tập để xem điểm thi và kết quả học tập.",0.0,0,0,0.03302650402798795,0.2,0.6695637106895447,15.942943599999126,
OpenAI,Làm thế nào để kiểm tra kết quả học tập tại HCMUT?,"Để kiểm tra kết quả học tập tại HCMUT, bạn có thể truy cập vào Hệ thống Thông tin HCMUT qua tài khoản của mình. Sau khi đăng nhập, tìm mục ""Đánh giá kết quả học tập"" để xem thông tin chi tiết. Nếu cần hỗ trợ kỹ thuật, bạn có thể liên hệ qua email support@hcmut.edu.vn hoặc gọi số (84-8) 38647256 - 5200.","Đăng nhập MyBK, vào mục Kết quả Học tập để xem điểm thi và kết quả học tập.",0.0,0,0,0.03973492703663015,0.2809917355371901,0.49581480026245117,3.0412705999988248,
Grok,Chương trình MBA-MCI tại HCMUT là gì?,"Chương trình MBA-MCI tại Đại học Bách khoa TP. Hồ Chí Minh (HCMUT) là chương trình Thạc sĩ Quản trị Kinh doanh (Master of Business Administration) được tổ chức bởi Văn phòng Chương trình Quốc tế (OISP). Đây là một chương trình sau đại học tập trung vào quản lý kinh doanh, với sự hợp tác quốc tế. Để biết thêm chi tiết, bạn có thể truy cập trang chính thức: [https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-qtkd-emba-mci](https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-qtkd-emba-mci).","MBA-MCI là chương trình thạc sĩ quản trị kinh doanh chất lượng cao, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.027234786474525745,0.32926829268292684,0.7671881914138794,19.151462200003152,
DeepSeek,Chương trình MBA-MCI tại HCMUT là gì?,"Chương trình **MBA-MCI** tại **HCMUT** (Đại học Bách Khoa TP.HCM) là chương trình **Thạc sĩ Quản trị Kinh doanh** (Master of Business Administration) hợp tác với **Đại học Applied Sciences Upper Austria (MCI)**. Chương trình này tập trung vào đào tạo lãnh đạo, quản lý trong lĩnh vực kinh doanh và công nghệ, với chương trình giảng dạy bằng tiếng Anh, phù hợp cho các học viên muốn phát triển sự nghiệp trong môi trường quốc tế.  

Bạn có thể tìm hiểu thêm chi tiết tại trang chính thức của chương trình: [MBA-MCI tại HCMUT](https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-qtkd-emba-mci).","MBA-MCI là chương trình thạc sĩ quản trị kinh doanh chất lượng cao, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.019547452219343467,0.2914572864321608,0.7382475137710571,13.145609599996533,
OpenAI,Chương trình MBA-MCI tại HCMUT là gì?,"Chương trình MBA-MCI tại HCMUT (Đại học Bách Khoa, ĐH Quốc gia TP.HCM) là chương trình Thạc sĩ Quản trị Kinh doanh, tập trung vào việc phát triển kỹ năng quản lý và lãnh đạo trong môi trường kinh doanh hiện đại. Chương trình này thường được thiết kế để phù hợp với nhu cầu của các chuyên gia và doanh nhân, giúp họ nâng cao kiến thức và kỹ năng cần thiết để thành công trong sự nghiệp. Bạn có thể tìm hiểu thêm chi tiết về chương trình [tại đây](https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-qtkd-emba-mci).","MBA-MCI là chương trình thạc sĩ quản trị kinh doanh chất lượng cao, chi tiết trong mục Giáo dục trên hcmut.edu.vn.",0.0,0,0,0.02582510152591675,0.2736842105263158,0.799824595451355,3.133371399999305,
Grok,HCMUT có hội nghị khoa học nào không?,"Có, Đại học Bách Khoa TP. HCM (HCMUT) thường tổ chức các hội nghị khoa học. Bạn có thể kiểm tra:

- **Hội nghị sắp diễn ra**: [https://conferences.hcmut.edu.vn/upcoming-conferences](https://conferences.hcmut.edu.vn/upcoming-conferences)
- **Hội nghị đã diễn ra**: [https://conferences.hcmut.edu.vn/past-conferences](https://conferences.hcmut.edu.vn/past-conferences)

Nếu cần thêm thông tin, hãy truy cập trang chính [https://conferences.hcmut.edu.vn/](https://conferences.hcmut.edu.vn/).","HCMUT tổ chức các hội nghị khoa học, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn, liên hệ khcn@hcmut.edu.vn để biết thêm.",0.0,0,0,0.0722737146856737,0.34782608695652173,0.7494024038314819,11.033846000005724,
DeepSeek,HCMUT có hội nghị khoa học nào không?,"Có, HCMUT thường xuyên tổ chức các hội nghị khoa học. Bạn có thể xem thông tin chi tiết về các hội nghị sắp diễn ra tại [trang này](https://conferences.hcmut.edu.vn/upcoming-conferences) hoặc các hội nghị đã diễn ra tại [đây](https://conferences.hcmut.edu.vn/past-conferences). Nếu cần hỗ trợ thêm, bạn có thể liên hệ qua email khcn@hcmut.edu.vn hoặc số điện thoại +84-28 3864 7256 (ext. 5398, 7398).","HCMUT tổ chức các hội nghị khoa học, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn, liên hệ khcn@hcmut.edu.vn để biết thêm.",0.0,0,0,0.07990159793919285,0.38620689655172413,0.8662348985671997,13.106648799999675,
OpenAI,HCMUT có hội nghị khoa học nào không?,"HCMUT hiện có một số hội nghị khoa học sắp diễn ra. Bạn có thể xem thông tin chi tiết và lịch trình trên trang web của HCMUT tại phần ""Hội nghị khoa học sắp diễn ra"".","HCMUT tổ chức các hội nghị khoa học, được liệt kê trong mục Nghiên cứu trên hcmut.edu.vn, liên hệ khcn@hcmut.edu.vn để biết thêm.",0.0,0,0,0.046578787510697016,0.31578947368421056,0.7806149125099182,1.7687828999987687,
Grok,Làm thế nào để gia nhập mạng lưới cựu sinh viên HCMUT?,"Để gia nhập mạng lưới cựu sinh viên HCMUT, hãy làm theo các bước sau:

1. Truy cập trang Cựu sinh viên tại [https://bka.hcmut.edu.vn/](https://bka.hcmut.edu.vn/).
2. Đăng nhập bằng tài khoản HCMUT của bạn. Nếu chưa có tài khoản, bạn có thể đăng nhập qua liên kết [đăng nhập HCMUT](https://hcmut.edu.vn/auth/cas?route=/user) hoặc liên hệ hỗ trợ tại email: support@hcmut.edu.vn.

Nếu bạn cần thêm hướng dẫn cụ thể, hãy kiểm tra trang đó để tìm thông tin chi tiết về quy trình đăng ký.","Tải ứng dụng BKA trên Google Play hoặc App Store, đăng ký tài khoản để kết nối với mạng lưới cựu sinh viên.",0.0,0,0,0.048409272991177144,0.19318181818181815,0.5439569354057312,14.437322899997525,
DeepSeek,Làm thế nào để gia nhập mạng lưới cựu sinh viên HCMUT?,"Để gia nhập mạng lưới cựu sinh viên HCMUT, bạn có thể làm theo các bước sau:  

1. **Truy cập trang dành cho cựu sinh viên**: [https://bka.hcmut.edu.vn/](https://bka.hcmut.edu.vn/)  
2. **Đăng nhập** bằng tài khoản HCMUT (nếu đã có) hoặc tạo tài khoản mới nếu cần.  
3. **Điền thông tin cá nhân** và hoàn tất đăng ký theo hướng dẫn trên trang.  

Nếu gặp khó khăn, bạn có thể liên hệ bộ phận hỗ trợ qua email **support@hcmut.edu.vn** hoặc số điện thoại **(84-8) 38647256 - 5200**.  

Bạn cũng có thể tham khảo thêm thông tin tại trang [Sinh viên](https://hcmut.edu.vn/student-page) hoặc [Cựu sinh viên](https://bka.hcmut.edu.vn/) của HCMUT.","Tải ứng dụng BKA trên Google Play hoặc App Store, đăng ký tài khoản để kết nối với mạng lưới cựu sinh viên.",0.0,0,0,0.029477295826633967,0.20754716981132076,0.5659246444702148,14.687077900001896,
OpenAI,Làm thế nào để gia nhập mạng lưới cựu sinh viên HCMUT?,"Để gia nhập mạng lưới cựu sinh viên HCMUT, bạn cần đăng nhập vào hệ thống bằng tài khoản HCMUT của mình. Sau khi đăng nhập, bạn có thể tìm thông tin và hướng dẫn cụ thể để tham gia. Nếu bạn gặp khó khăn, hãy liên hệ với bộ phận hỗ trợ qua email support@hcmut.edu.vn.","Tải ứng dụng BKA trên Google Play hoặc App Store, đăng ký tài khoản để kết nối với mạng lưới cựu sinh viên.",0.0,0,0,0.07861732113179848,0.231404958677686,0.5024460554122925,2.841444700003194,
Grok,HCMUT có hỗ trợ học tiếng Anh cho sinh viên không?,"Tôi xin trả lời dựa trên thông tin có sẵn. Trang web của HCMUT hỗ trợ ngôn ngữ tiếng Anh (như trong trang đăng nhập), cho phép truy cập các tài nguyên như hệ thống thông tin và email. Tuy nhiên, không có chi tiết cụ thể về chương trình hỗ trợ học tiếng Anh cho sinh viên trong ngữ cảnh này. Để biết thêm thông tin chính xác, bạn có thể liên hệ hỗ trợ kỹ thuật tại email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.","OISP cung cấp các khóa học tiếng Anh và chương trình giảng dạy bằng tiếng Anh, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.033767868532999894,0.25000000000000006,0.48438888788223267,6.673373800003901,
DeepSeek,HCMUT có hỗ trợ học tiếng Anh cho sinh viên không?,"Có, HCMUT có hỗ trợ học tiếng Anh cho sinh viên thông qua các chương trình và tài nguyên như:  
- **Khóa học tiếng Anh** tại Trung tâm Ngoại ngữ hoặc các khoa liên quan.  
- **Truy cập tài liệu trực tuyến** (nếu có) qua hệ thống thư viện hoặc cổng thông tin sinh viên.  
- **Câu lạc bộ tiếng Anh** do sinh viên tổ chức.  

Bạn có thể liên hệ Phòng Đào tạo hoặc Trung tâm Ngoại ngữ của trường để biết chi tiết. Thông tin liên hệ:  
- Email: **support@hcmut.edu.vn**  
- Điện thoại: **(84-8) 38647256 - 5200**.  

Nên đăng nhập bằng tài khoản HCMUT để kiểm tra các dịch vụ hỗ trợ trong hệ thống.","OISP cung cấp các khóa học tiếng Anh và chương trình giảng dạy bằng tiếng Anh, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.022940942781126558,0.21904761904761905,0.5404027700424194,15.331742499998654,
OpenAI,HCMUT có hỗ trợ học tiếng Anh cho sinh viên không?,"Có, HCMUT hỗ trợ học tiếng Anh cho sinh viên thông qua các chương trình và khóa học tiếng Anh. Bạn có thể tìm thêm thông tin chi tiết trên trang web của trường hoặc liên hệ với bộ phận hỗ trợ sinh viên.","OISP cung cấp các khóa học tiếng Anh và chương trình giảng dạy bằng tiếng Anh, chi tiết tại http://oisp.hcmut.edu.vn/vi.",0.0,0,0,0.13851891555049742,0.3428571428571428,0.6167743802070618,1.8660889999955543,
Grok,Thông tin về kỳ nghỉ Tết tại HCMUT ở đâu?,"Thông tin về lịch nghỉ Tết Nguyên Đán tại HCMUT có thể được tìm thấy tại liên kết sau:  
[Lịch nghỉ Tết Nguyên Đán 2025](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/3184-lich-nghi-tet-nguyen-dan-2025).  

Nếu bạn cần hỗ trợ thêm, hãy liên hệ với bộ phận kỹ thuật qua email: support@hcmut.edu.vn.",Thông báo về lịch nghỉ Tết được đăng trên cổng đào tạo sau đại học hoặc mục Tin tức trên hcmut.edu.vn.,0.0,0,0,0.07189294488030645,0.34146341463414637,0.6800233721733093,15.578155900002457,
DeepSeek,Thông tin về kỳ nghỉ Tết tại HCMUT ở đâu?,"Thông tin về lịch nghỉ Tết Nguyên đán 2025 tại HCMUT được đăng tải trên trang web của trường. Bạn có thể xem chi tiết tại [đây](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/3184-lich-nghi-tet-nguyen-dan-2025). Nếu cần hỗ trợ thêm, bạn có thể liên hệ qua email support@hcmut.edu.vn hoặc số điện thoại (84-8) 38647256 - 5200.",Thông báo về lịch nghỉ Tết được đăng trên cổng đào tạo sau đại học hoặc mục Tin tức trên hcmut.edu.vn.,0.0,0,0,0.06887418555380222,0.36220472440944884,0.6792371869087219,9.777034899998398,
OpenAI,Thông tin về kỳ nghỉ Tết tại HCMUT ở đâu?,"Bạn có thể tìm thông tin về kỳ nghỉ Tết tại HCMUT trên trang web chính thức của trường, trong phần thông báo. Cụ thể, bạn có thể tham khảo thông báo về lịch nghỉ Tết Nguyên đán 2025 [tại đây](http://pgs.hcmut.edu.vn/vi/thong-bao/thac-si-tai-bach-khoa/item/3184-lich-nghi-tet-nguyen-dan-2025).",Thông báo về lịch nghỉ Tết được đăng trên cổng đào tạo sau đại học hoặc mục Tin tức trên hcmut.edu.vn.,0.0,0,0,0.08086708867650254,0.3050847457627119,0.7868592143058777,3.066752999999153,
